"id"	"prob"
598	0.801786601543427
12048	0.0257972050458193
40908	0.956838428974152
33283	0.905183434486389
40600	1.58777911565267e-05
19805	0.285884320735931
20784	0.981549084186554
19048	0.00326493289321661
37061	0.999030232429504
3983	1.44055235296037e-07
10403	1.08807353171869e-05
28874	0.962851881980896
11099	0.970896422863007
12940	0.99925285577774
41437	0.0302352607250214
3554	0.937045454978943
22356	0.238459169864655
23521	0.000139204421429895
19043	0.985517859458923
30978	0.983268857002258
39297	0.966411650180817
39470	0.988346993923187
22235	0.677178263664246
35270	0.996220648288727
6693	0.928358852863312
5657	0.132086992263794
32121	0.951029419898987
20400	0.144370838999748
17806	0.478957653045654
22512	0.361353814601898
28606	0.825449705123901
48490	0.00854074861854315
1403	0.907891809940338
17124	0.00493552582338452
27901	0.555586338043213
20999	0.987964272499084
35827	0.0390394032001495
26701	0.231592386960983
48095	0.042818509042263
12253	0.869279325008392
11177	0.10059604793787
7686	0.0148446271196008
36491	0.0283944737166166
27051	0.0638026744127274
3700	0.997482717037201
32648	0.865518867969513
16627	0.998709321022034
14605	0.00110282597597688
11235	0.574527382850647
6006	0.100626274943352
44976	0.0442278869450092
23594	0.140565320849419
24771	0.00183398579247296
34332	0.72351598739624
19847	0.992145240306854
37046	0.000690300017595291
3358	0.273258477449417
47112	0.770104110240936
4522	0.0799910351634026
37803	0.921583294868469
41939	0.770125508308411
3882	0.92556369304657
25287	0.00199747690930963
46006	0.937249839305878
36394	0.659462690353394
19123	0.870236098766327
37707	0.00027583134942688
18962	0.157167419791222
34016	0.970857322216034
33850	0.000549218966625631
12106	0.188435688614845
30158	0.285476058721542
11406	0.997173428535461
36719	0.995931327342987
6521	0.993709921836853
37565	0.0373218171298504
9404	0.287023961544037
31922	0.0856636837124825
26954	0.141995176672935
42225	0.989149868488312
26929	0.981043994426727
22202	0.937395691871643
480	0.0715018883347511
15022	0.992018759250641
13299	0.741862118244171
44668	0.00258342665620148
13588	0.931064069271088
36871	0.927484154701233
43907	0.999868035316467
4789	0.0204715766012669
11538	0.0397408455610275
41758	0.856559276580811
33352	0.942635238170624
32596	0.203983783721924
27669	0.00307703693397343
46771	0.606441915035248
17018	0.996382832527161
31622	0.919966995716095
16225	0.00309213693253696
18878	0.470370382070541
19476	0.99944144487381
25314	0.995488226413727
41037	0.856145679950714
34298	0.075547382235527
7893	0.334640264511108
30635	0.97699499130249
12052	0.775018870830536
24816	0.834803223609924
46217	0.977009654045105
27550	0.962703585624695
45642	0.999533534049988
15635	0.00596587685868144
29120	0.774036347866058
42335	0.992704689502716
47655	0.133748129010201
30227	2.83656409010291e-05
48625	0.999601423740387
40005	0.615306496620178
26223	0.44539600610733
38348	0.000266872724751011
9217	0.999576985836029
18785	0.999601781368256
40335	0.99889200925827
14266	0.00668469304218888
43974	0.999776542186737
46282	0.999476730823517
44011	0.00349833630025387
38808	0.999638438224792
20559	0.0879882797598839
2150	0.16367144882679
44500	0.450730919837952
2237	5.30132410858641e-06
40275	3.02286352962255e-05
3545	0.999119341373444
19680	0.999960541725159
20363	0.99158126115799
39706	0.00740686571225524
44823	0.934586346149445
37537	0.128207042813301
49783	0.998985230922699
15042	0.949002385139465
38773	0.999012112617493
12725	0.00349010108038783
34341	0.99977308511734
14057	0.991425156593323
48392	0.614866971969604
46800	0.0695696249604225
4596	0.243389666080475
49773	0.446763664484024
41011	0.14540022611618
20447	0.00800648890435696
31965	0.489885538816452
45221	0.989847362041473
28223	0.0232138726860285
28355	0.913512766361237
14832	0.295509815216064
6426	0.168380439281464
34101	1
26530	3.47538664513536e-09
9133	0.999094486236572
9636	0.254707664251328
41268	0.0106829879805446
31698	0.9952392578125
39268	0.608883380889893
41832	0.811653316020966
3819	0.918477952480316
22394	0.130985975265503
2494	0.000690092449076474
24031	0.0128311151638627
20486	0.00580297224223614
13898	0.000132488567032851
41262	0.591032266616821
17299	3.05016783386236e-05
14981	0.9809330701828
22495	0.000721743272151798
28537	0.0488138012588024
31597	0.0195135585963726
32912	0.954140186309814
38500	0.272764503955841
38272	0.00327029870823026
19433	0.0492547824978828
28949	0.012137115933001
7406	0.000931603135541081
13028	0.382180690765381
22884	0.20144434273243
39004	0.00259280623868108
37481	0.0362888425588608
5334	0.0436718687415123
14138	0.155931025743484
1819	0.126906394958496
2406	0.904685914516449
49339	0.998705387115479
7599	0.00330222444608808
20698	0.988981246948242
41313	0.998415112495422
32842	0.999734580516815
49898	0.133732810616493
20733	0.912966966629028
44875	0.482899963855743
39320	0.951790452003479
25705	0.998809814453125
48455	3.58864781446755e-05
28689	0.899025678634644
4768	0.995990216732025
9785	0.992064774036407
45741	0.0501664765179157
26055	3.56683267455082e-06
28622	0.0172176416963339
10107	0.000119562195322942
47579	0.00253781001083553
16602	0.675612986087799
29854	0.0432581193745136
47227	0.0002519401605241
4970	0.000254363665590063
16408	0.00162779923994094
11828	0.998578548431396
40298	0.00101804255973548
12211	0.905887603759766
2970	0.929621696472168
4898	1.22226424537075e-06
499	0.908641338348389
39638	0.0162883754819632
24628	0.000186967867193744
32824	0.997125923633575
7173	0.0746001228690147
42290	0.000131261898786761
38940	0.996581614017487
5596	0.997572481632233
3512	0.122424498200417
20652	0.406970679759979
13795	0.0652338266372681
11964	0.841966032981873
19775	0.118530318140984
18097	0.998337030410767
4300	0.999752342700958
48523	8.32824443932623e-05
11707	0.0943085849285126
47107	0.0244271345436573
44711	0.874100983142853
26777	0.00732530560344458
33340	0.999789774417877
29621	0.997703015804291
39172	0.960926413536072
15991	2.36385749303736e-05
41508	0.00222779181785882
35923	0.575932741165161
26689	0.028922937810421
17981	0.156266361474991
15895	0.998755931854248
25900	0.0157655421644449
19589	0.251283049583435
38550	8.1521932315809e-07
17833	0.0319799222052097
1097	0.222663149237633
18427	0.0626679733395576
17257	0.96634179353714
17830	0.154254347085953
11664	0.833917021751404
17309	0.00588519871234894
45909	0.0876755118370056
591	0.626153349876404
37715	0.991438984870911
43677	0.664191365242004
9766	0.970383584499359
35313	0.000303829903714359
11119	0.937237560749054
14301	0.885534107685089
10880	0.987798511981964
27672	0.94687020778656
40666	0.0543298125267029
17460	0.00271209771744907
8662	0.0186738185584545
31151	2.13919229281601e-05
24246	0.516876101493835
25933	0.847681283950806
39743	0.0101799592375755
45888	0.00127071444876492
35773	0.999286472797394
31750	0.601938724517822
8478	0.0108110923320055
41484	0.999949932098389
5834	0.189538657665253
18198	0.669243156909943
48808	0.000454705208539963
45616	0.0136992102488875
1994	0.996328890323639
5427	0.844692885875702
1778	0.000279593718005344
43859	0.0102136377245188
2637	0.798834323883057
26296	0.992000222206116
28747	0.99361515045166
9839	0.444817811250687
39427	6.60286377751618e-06
13807	0.965133666992188
13224	0.0324291326105595
24411	0.908207952976227
36772	0.966197311878204
26509	0.347041040658951
49883	0.99986732006073
34379	0.860047936439514
1310	0.972734451293945
46083	1.63239401445026e-05
13078	0.997844338417053
27948	0.998479425907135
34713	0.186201214790344
47866	0.609180808067322
39912	0.588905036449432
34276	0.833152711391449
12109	0.0192929226905107
45905	0.0146105755120516
24394	0.99847286939621
46352	0.00175029004458338
41499	0.552698910236359
4454	0.0766112953424454
49285	0.0610403344035149
22228	0.966800391674042
40189	0.000131771797896363
23760	0.997605562210083
8674	9.89398467936553e-05
26843	0.00992507301270962
15926	0.926838338375092
30004	0.000557263614609838
49603	0.203587546944618
30977	0.876797616481781
26854	0.999450027942657
10616	0.00237801508046687
